ImageId,EncodedPixels
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,9629 12 10146 17 10663 21 11181 22 11700 23 12218 24 12737 25 13255 26 13774 26 14293 27 14812 27 15330 28 15849 28 16368 28 16887 27 17405 28 17924 28 18443 27 18961 28 19481 26 20000 26 20519 25 21039 24 21558 23 22077 23 22596 22 23116 19 23636 17 24155 14 24676 9
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,110841 8 111359 12 111877 14 112395 16 112914 18 113433 18 113952 19 114471 19 114990 19 115509 19 116028 19 116546 19 117065 19 117585 17 118104 16 118623 16 119143 14 119663 12 120182 11 120695 1 120700 11 121212 18 121730 18 122248 17 122765 16 123284 14 123802 15 124321 15 124841 15 125361 13 125880 14 126399 13 126919 13 127437 14 127957 13 128476 13 128997 11 129518 8 130038 7 130555 11 131075 8
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,93722 6 94238 12 94755 15 95272 18 95790 19 96309 20 96828 20 97347 20 97866 19 98385 19 98905 18 99424 17 99943 17 100462 16 100982 14 101501 13 102021 10 102542 4
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,121762 1 122277 9 122795 11 123313 13 123832 14 124350 16 124868 18 125387 18 125905 19 126423 21 126941 22 127460 22 127979 22 128498 21 129018 20 129537 20 130056 20 130575 19 131096 16
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,309 19 827 22 1346 23 1864 25 2383 25 2902 26 3422 25 3941 26 4460 26 4979 27 5499 26 6018 27 6538 26 7057 26 7577 25 8096 25 8617 23 9136 23 9656 21 10176 20 10696 19 11216 17 11737 14 12257 12 12779 7
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,66777 5 67293 10 67810 12 68328 14 68846 15 69364 16 69881 18 70400 18 70918 19 71436 19 71955 19 72473 20 72991 20 73510 20 74028 21 74547 20 75065 21 75584 20 76102 21 76620 21 77139 21 77657 22 78175 22 78694 21 79212 22 79731 21 80250 20 80769 19 81289 17 81808 16 82328 14 82848 11 83370 5
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,42382 12 42899 17 43416 22 43934 24 44452 26 44970 28 45488 29 46007 30 46525 31 47044 31 47563 32 48082 32 48601 32 49120 32 49640 31 50159 30 50679 29 51198 28 51718 27 52238 24 52758 23 53279 19 53802 12
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,81831 7 82349 9 82867 11 83385 13 83904 15 84422 17 84941 20 85459 22 85977 24 86496 25 87015 25 87534 25 88052 25 88571 25 89090 25 89609 24 90128 23 90647 22 91166 21 91685 21 92204 21 92724 19 93243 19 93762 18 94281 18 94800 17 95319 16 95838 15 96358 13 96878 11 97398 7
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,356 20 874 22 1392 22 1911 22 2430 21 2949 21 3468 20 3987 20 4506 19 5025 19 5544 18 6063 17 6583 15 7103 13 7623 11 8144 7
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,83419 8 83937 11 84454 14 84973 15 85491 16 86010 17 86529 17 87047 19 87566 19 88085 19 88604 19 89123 19 89642 20 90161 20 90679 21 91197 21 91716 21 92234 21 92753 20 93272 18 93790 17 94309 16 94825 18 95339 23 95856 25 96375 24 96893 25 97411 26 97929 26 98448 25 98966 26 99484 27 100003 27 100522 27 101040 28 101559 29 102078 29 102597 30 103116 30 103635 30 104154 31 104674 30 105193 30 105712 30 106231 30 106751 29 107270 29 107790 28 108310 26 108830 25 109350 24 109869 23 110390 20 110911 16 111433 10
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,11798 8 12315 12 12833 14 13352 14 13870 16 14389 16 14908 16 15427 16 15945 17 16464 17 16983 17 17502 17 18021 17 18539 18 19058 18 19577 18 20096 18 20615 18 21134 18 21653 18 22172 18 22690 18 23209 18 23728 18 24247 17 24766 17 25285 16 25804 15 26323 15 26843 13 27362 12 27882 10 28403 5
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,117169 9 117686 14 118203 17 118720 20 119238 22 119756 24 120274 26 120793 26 121311 27 121829 28 122348 28 122866 29 123385 29 123903 30 124422 31 124940 31 125459 31 125978 31 126496 32 127015 32 127533 32 128052 32 128571 31 129090 31 129609 30 130127 31 130646 30 131166 27
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,64231 6 64746 16 65263 20 65781 23 66299 25 66818 26 67336 27 67855 28 68374 28 68893 29 69413 28 69932 29 70451 29 70970 29 71490 28 72009 29 72529 28 73048 28 73568 26 74088 25 74607 25 75127 24 75647 22 76167 20 76687 19 77208 15 77730 10
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,46089 8 46606 12 47124 14 47642 16 48160 18 48678 19 49197 20 49716 20 50234 21 50753 21 51271 22 51790 22 52309 22 52828 22 53346 23 53865 23 54384 23 54903 23 55421 24 55940 24 56459 24 56979 23 57498 23 58017 22 58536 22 59055 21 59574 21 60094 19 60613 18 61133 16 61652 15 62172 12 62693 7
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,115667 2 116180 12 116696 16 117212 20 117729 23 118247 24 118764 26 119282 27 119800 28 120318 29 120836 30 121354 31 121872 32 122390 33 122909 32 123427 33 123946 33 124465 32 124984 31 125502 32 126021 31 126540 31 127060 29 127579 28 128098 27 128618 25 129137 23 129656 22 130175 21 130694 20 131215 15
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,428 42 946 44 1466 43 1986 43 2506 42 3028 40 3553 34 4075 31 4596 29 5116 28 5635 28 6155 26 6675 25 7195 24 7716 21 8236 19 8757 15 9281 7
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,57555 2 58065 17 58581 22 59098 25 59616 28 60133 30 60651 32 61170 33 61688 34 62206 36 62725 37 63244 38 63762 40 64281 41 64800 41 65319 42 65838 43 66356 44 66875 45 67393 46 67911 47 68430 47 68948 48 69466 50 69984 51 70503 51 71022 50 71540 51 72059 51 72578 50 73097 50 73617 48 74136 47 74656 45 75176 43 75696 15 75713 24 76217 9 76234 20 76754 16 77279 5
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,12397 8 12906 21 13423 24 13940 26 14458 28 14976 29 15495 29 16013 31 16532 31 17051 32 17570 32 18089 33 18609 32 19128 32 19648 31 20167 31 20686 31 21206 30 21726 29 22245 29 22765 28 23285 28 23804 29 24324 28 24843 28 25362 29 25881 29 26401 28 26920 28 27439 28 27958 28 28478 27 28998 27 29517 27 30037 27 30556 27 31075 27 31594 27 32112 28 32631 28 33150 28 33669 28 34188 27 34707 26 35226 25 35746 24 36266 21 36787 18 37308 14
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,85608 6 86123 14 86639 18 87156 21 87673 24 88191 25 88709 26 89226 28 89744 29 90263 29 90781 30 91300 29 91819 29 92337 30 92856 29 93374 30 93893 29 94412 29 94931 28 95450 27 95969 27 96488 26 97007 25 97527 23 98047 20 98566 19 99086 15 99609 8
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,104809 7 105326 11 105842 16 106359 19 106877 20 107394 24 107912 25 108430 27 108948 28 109467 29 109985 30 110504 30 111022 31 111541 32 112060 32 112579 32 113097 33 113616 32 114135 32 114654 32 115173 32 115692 32 116212 30 116731 29 117250 29 117769 28 118288 27 118808 25 119328 23 119847 22 120367 20 120887 18 121408 14 121928 11
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,31656 2 32169 10 32686 12 33203 14 33721 15 34239 16 34758 16 35276 17 35795 17 36313 18 36832 18 37351 18 37870 18 38388 19 38907 19 39426 19 39945 19 40464 19 40983 19 41503 18 42022 18 42541 18 43061 17 43581 16 44100 16 44620 15 45141 13 45662 11 46187 4
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,59676 9 60192 13 60709 15 61227 16 61745 17 62263 18 62782 18 63301 18 63820 18 64340 17 64859 17 65378 17 65898 16 66417 16 66937 15 67456 15 67976 14 68495 14 69015 13 69535 12 70056 10 70579 5
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,124420 1 124422 7 124930 12 125441 15 125953 16 126465 17 126977 18 127489 19 128001 21 128513 23 129025 25 129537 26 130049 27 130561 28 131073 28 131585 28 132097 29 132609 29 133121 29 133633 29 134145 29 134657 30 135169 30 135681 30 136193 30 136705 30 137217 29 137729 29 138241 29 138753 28 139265 28 139777 28 140289 27 140801 24 141313 23 141825 22 142338 21 142851 19 143367 15 143882 11 144401 2
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,115236 1 115747 4 116258 5 116770 6 117281 7 117793 7 118306 6 118819 5 119332 3
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,241246 5 241756 10 242267 12 242778 15 242795 6 243290 24 243801 26 244313 38 244825 40 245337 41 245849 43 246361 45 246873 46 247385 48 247897 52 248409 55 248920 57 249430 59 249941 61 250452 62 250962 64 251473 65 251985 66 252496 68 253007 70 253519 70 254031 71 254542 72 255054 72 255565 73 256077 73 256589 72 257101 72 257613 71 258125 71 258638 70 259150 70 259663 69 260175 69 260688 68 261201 68 261713 68 262226 66 262739 65 263252 64 263766 62 264279 61 264793 58 265309 53 265823 50 266336 48 266849 47 267361 47 267873 47 268386 47 268899 46 269411 46 269924 45 270436 45 270949 45 271465 41 271979 39 272493 36 273005 36 273518 35 274031 34 274544 32 275057 29 275570 25 276084 20 276598 16 277111 14 277625 10
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,198814 11 199324 17 199834 22 200345 24 200856 26 201366 29 201877 31 202386 35 202897 37 203408 39 203918 41 204430 42 204941 44 205453 44 205964 46 206476 46 206987 48 207499 48 208011 48 208523 49 209035 49 209547 49 210059 50 210571 50 211083 50 211595 50 212107 50 212620 48 213132 48 213644 48 214157 46 214669 46 215181 45 215693 45 216206 44 216718 43 217230 42 217743 41 218256 39 218768 38 219281 37 219793 36 220305 36 220818 34 221331 32 221844 30 222357 27 222871 24 223383 22 223897 18 224413 12 224928 6
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,158907 4 159418 7 159929 9 160440 11 160952 12 161464 13 161976 14 162488 14 163000 15 163511 17 164022 18 164533 20 165044 21 165555 22 166065 25 166575 27 167086 28 167589 37 168099 39 168609 42 169120 43 169631 44 170142 45 170653 45 171165 45 171677 45 172189 45 172701 44 173212 45 173724 45 174236 45 174748 45 175260 44 175772 44 176284 44 176796 43 177308 43 177820 43 178332 43 178844 43 179357 41 179869 41 180382 39 180895 37 181409 34 181923 31 182436 29 182949 27 183466 20 183980 17 184498 5 184505 1
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,253096 7 253604 15 254115 18 254626 22 255137 25 255648 27 256160 29 256671 31 257183 32 257695 33 258207 33 258718 35 259230 35 259742 36 260253 37 260765 37 261277 37 261789 37 262301 38 262813 38 263325 38 263837 38 264349 38 264861 38 265373 38 265885 38 266397 38 266909 38 267421 38 267933 37 268446 36 268958 36 269470 36 269983 34 270495 34 271007 34 271520 33 272032 32 272545 30 273058 28 273570 26 274084 21 274597 18 275110 15 275624 11 276138 7
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,164625 7 165134 14 165645 18 166157 20 166669 23 167181 24 167692 26 168204 27 168716 27 169228 28 169740 29 170252 29 170764 29 171276 30 171788 30 172300 31 172813 30 173325 30 173837 30 174349 30 174861 30 175373 30 175885 30 176397 30 176909 30 177422 29 177934 29 178446 29 178959 28 179471 27 179984 26 180496 26 181009 25 181521 25 182033 25 182546 23 183058 23 183571 22 184084 20 184597 19 185109 19 185622 17 186135 16 186648 11 187162 6
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,311078 17 311587 27 312096 32 312602 39 313113 41 313624 43 314135 44 314647 44 315159 45 315670 46 316182 46 316693 47 317205 48 317716 50 318228 51 318739 56 319251 58 319763 58 320275 59 320788 59 321300 59 321812 60 322324 61 322836 62 323349 62 323861 63 324373 64 324885 64 325396 65 325908 65 326421 64 326933 64 327447 61
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,303958 1
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,230247 4 230755 12 231266 14 231777 17 232288 19 232799 22 233311 23 233822 25 234334 28 234845 33 235357 35 235869 37 236381 38 236893 39 237405 40 237917 40 238429 41 238941 42 239454 41 239966 41 240479 41 240991 41 241504 41 242017 40 242529 40 243042 39 243555 38 244068 38 244580 38 245093 37 245605 37 246118 36 246631 35 247144 34 247657 32 248170 31 248683 29 249195 29 249708 27 250221 26 250734 24 251247 22 251761 19 252276 15 252796 5
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,310633 2 311144 4 311655 6 312167 6 312677 8 313188 9 313702 6 314215 4
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,309108 3 309620 4 310131 5 310643 5 311155 5 311668 4 312180 4 312692 4 313205 2
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,127916 2 128426 5 128935 9 129446 15 129957 17 130468 19 130979 21 131490 23 132002 23 132513 26 133025 27 133537 27 134049 27 134561 25 135073 24 135584 24 136093 26 136604 27 137115 28 137626 29 138137 29 138646 32 139156 34 139666 37 140173 42 140683 44 141193 46 141705 45 142216 46 142728 46 143239 46 143751 46 144263 46 144775 45 145287 44 145799 44 146311 43 146823 43 147336 42 147848 42 148360 41 148873 40 149386 39 149898 38 150411 34 150923 33 151436 31 151948 31 152461 29 152973 29 153486 27 153999 25 154512 23 155024 22 155535 22 156044 24 156550 30 157061 30 157571 32 158081 33 158592 34 159101 38 159612 39 160123 40 160634 41 161145 42 161656 43 162168 43 162679 44 163191 44 163703 44 164215 44 164726 45 165238 44 165750 44 166262 44 166774 44 167286 43 167798 43 168311 41 168823 40 169335 39 169847 38 170359 38 170871 36 171383 36 171895 35 172407 33 172920 29 173432 23 173945 19 174460 7
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,251316 3 251822 12 252330 19 252839 24 253349 27 253859 30 254371 31 254882 33 255393 34 255905 35 256416 37 256927 38 257436 41 257940 50 258451 51 258960 54 259471 55 259980 58 260491 59 261002 60 261513 61 262025 61 262536 63 263047 65 263116 14 263559 85 264071 88 264583 89 265095 90 265606 93 266118 93 266630 95 267142 95 267653 97 268165 97 268677 98 269189 98 269701 98 270213 98 270725 99 271237 99 271749 99 272261 99 272773 100 273285 101 273797 103 274310 107 274822 108 275335 110 275848 119 276361 119 276874 119 277386 119 277899 118 278411 118 278924 117 279438 16 279459 94 279956 6 279972 93 280485 92 280998 91 281511 90 282023 90 282536 89 283049 88 283562 87 284075 86 284588 85 285103 82 285617 80 286144 33 286179 30 286658 29 286692 29 287173 25 287205 28 287687 21 287718 26 288201 18 288231 24 288715 15 288744 21 289229 10 289257 11 289271 1
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,230817 2 231328 5 231835 10 232345 13 232857 13 233369 12 233880 13 234392 13 234905 12 235417 12 235934 8 236449 6 236962 6 237475 6 237987 7 238499 7 239011 7 239524 6 240037 5 240549 5 241063 2
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,170935 9 171445 13 171953 20 172464 23 172974 27 173485 30 173996 32 174507 34 175018 35 175529 37 176041 38 176552 39 177064 40 177576 40 178088 41 178599 42 179111 43 179623 46 180135 49 180647 51 181159 52 181671 55 182183 61 182695 62 183207 63 183290 5 183720 63 183799 9 184232 65 184301 1 184308 13 184745 88 185257 88 185769 88 186282 87 186795 86 187308 85 187820 85 188333 84 188846 83 189359 82 189872 81 190385 80 190899 78 191414 75 191928 73 192444 69 192964 61 193477 60 193989 60 194501 60 195014 11 195029 44 195526 11 195542 43 196039 9 196055 42 196551 9 196567 42 197064 8 197079 42 197577 8 197592 41 198089 9 198103 42 198602 55 199115 54 199629 52 200144 49 200660 45 201174 43 201687 42 202199 42 202711 42 203223 42 203736 41 204253 36 204767 34 205280 33 205793 32 206306 31 206820 29 207333 28 207847 26 208360 25 208872 25 209385 24 209898 23 210410 23 210924 21 211438 19 211952 17 212465 16 212978 15 213491 13 214004 12 214518 10 215033 6
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,50133 3 50643 6 51148 13 51653 20 52162 24 52666 31 53175 34 53686 34 54195 37 54707 36 55218 37 55729 38 56241 39 56753 39 57265 39 57776 41 58288 41 58800 42 59312 42 59824 43 60336 43 60848 43 61360 43 61872 44 62384 44 62896 44 63409 44 63921 44 64433 44 64946 43 65458 43 65971 42 66484 41 66997 40 67510 39 68023 38 68536 37 69049 36 69562 35 70075 34 70588 32 71102 30 71615 29 72129 26 72643 24 73157 20 73673 14 74188 4
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,40887 2 41396 5 41908 5 42421 4
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,234432 10 234452 4 234943 13 234963 6 235451 18 235474 6 235960 31 236470 33 236982 33 237494 17 237514 13 238005 16 238031 8 238517 12 238531 1 238546 4 239029 9 239059 2 239542 7 239571 2 240054 6 240567 3
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,232375 2 232887 2
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,228287 4 228798 6 229310 6 229822 7 230335 6 230849 5 231364 2
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,38847 2 39359 4 39871 6 39880 2 40384 12 40897 11 41411 9 41924 8 42438 5 42951 3
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,141786 12 142293 19 142801 25 143312 28 143822 33 144333 36 144845 38 145356 41 145867 43 146377 48 146888 50 147398 55 147909 57 148420 60 148932 61 149443 62 149955 62 150466 63 150978 63 151489 64 152001 64 152513 64 153025 64 153537 64 154048 65 154560 65 155072 65 155584 65 156096 65 156608 65 157120 65 157632 65 158144 65 158655 66 159167 66 159679 66 160192 65 160704 65 161216 65 161729 64 162242 62 162755 61 163267 61 163780 59 164294 57 164809 53 165322 52 165835 50 166348 48 166860 48 167373 46 167887 44 168401 41 168915 39 169428 38 169940 37 170453 36 170966 34 171484 25 171997 22 172510 19 173023 8 173537 4 174050 3 174563 1
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,241610 3 242123 2 242635 2
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,245199 4 245711 5
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,244695 2 245207 3 245718 4 246230 4 246743 4 247257 1
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,240602 3 241114 4 241625 6 242137 6 242649 6 243161 5 243675 1
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,21992 4 22500 12 23011 15 23520 21 24031 23 24541 26 25053 27 25564 29 26076 30 26587 32 27099 32 27611 32 28123 33 28635 33 29147 33 29659 33 30171 33 30683 34 31195 34 31707 34 32219 34 32731 33 33243 33 33755 33 34268 32 34780 32 35293 31 35805 31 36319 28 36833 26 37346 25 37859 23 38372 21 38885 19 39398 16 39911 11 40428 3
8922a6ac8fd0258ec27738ca101867169b20d90a60fc84f93df77acd5bf7c80b,253425 2 253937 2 254449 2 254960 3 255471 4 255982 5 256493 6 257005 6 257519 3
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,14851 1 15105 6 15361 7 15617 8 15873 8 16129 8 16385 8 16641 8 16897 8 17153 8 17409 4 17414 2 17665 3 17922 1
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,18689 3 18945 3 19201 3 19457 4 19713 5 19969 5 20225 5 20481 5 20737 5 20993 4 21249 3 21506 1
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,23048 7 23302 10 23555 13 23809 16 24065 16 24321 16 24577 16 24833 15 25089 15 25345 15 25602 13 25859 11 26116 8 26372 7 26629 5
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,46339 6 46593 9 46849 10 47105 10 47361 10 47617 10 47873 10 48129 9 48385 9 48643 6 48901 4
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,49153 2 49409 3 49665 3 49921 3 50177 4 50433 4 50689 5 50945 6 51201 6 51457 7 51713 7 51969 7 52225 7 52481 7 52737 7 52993 8 53249 8 53505 8 53761 9 54017 9 54273 9 54529 9 54785 9 55041 9 55297 9 55553 9 55813 3
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,62747 3 63002 5 63256 10 63511 12 63767 12 64022 11 64278 11 64534 11 64791 10 65047 9 65304 5
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,59680 2 59933 7 60187 10 60443 10 60698 11 60954 11 61210 11 61466 11 61722 10 61978 10 62238 6 62496 3
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,31524 3 31778 7 32034 8 32289 11 32545 11 32801 11 33057 11 33313 11 33570 10 33825 11 34082 10 34338 9 34596 3
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,46376 3 46630 7 46885 10 47141 11 47396 12 47652 13 47908 14 48164 14 48420 14 48676 14 48933 13 49189 12 49445 11 49703 7
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,16432 1 16680 10 16935 12 17191 12 17447 12 17703 12 17959 12 18215 11 18471 11 18727 11 18984 9 19241 7 19498 5
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,38468 7 38713 6 38723 9 38968 9 38979 11 39224 27 39479 32 39736 32 39992 33 40248 33 40505 8 40515 22 40761 8 40772 21 41018 7 41028 21 41289 15 41546 13 41804 10 42065 3
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,58427 3 58681 7 58692 8 58936 9 58947 11 59191 10 59203 12 59447 10 59458 13 59703 25 59959 25 60215 25 60471 9 60481 15 60727 8 60737 15 60984 6 60994 13 61242 2 61250 13 61506 12 61763 10 62021 6
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,65 8 320 9 576 8 832 8 1088 9 1344 9 1600 9 1856 9 2112 8 2368 8 2628 3
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,55905 2 56159 6 56414 8 56668 11 56924 12 57179 13 57435 13 57691 13 57947 13 58203 12 58460 10 58716 9 58974 5
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,53863 2 54118 5 54374 6 54629 8 54885 9 55141 9 55397 10 55654 9 55911 7 56169 4 56426 2
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,42858 5 43112 8 43368 9 43623 11 43879 12 44135 12 44392 11 44648 12 44904 12 45161 11 45417 11 45674 9 45931 8 46188 6
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,47229 4 47479 11 47735 11 47991 12 48247 13 48503 13 48764 8 49019 9 49274 10 49530 10 49786 10 50043 10 50300 9 50556 9 50812 9 51069 7 51326 5
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,61825 6 62080 8 62336 10 62592 11 62848 11 63104 11 63360 11 63615 12 63871 12 64127 12 64384 10 64641 8 64898 3
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,49899 3 50153 6 50408 7 50419 6 50663 8 50674 8 50918 9 50930 8 51174 9 51185 9 51421 5 51429 22 51676 6 51686 20 51932 7 51942 9 51952 10 52188 19 52209 9 52445 18 52468 5 52701 18 52725 1 52958 16 53214 16 53471 14 53727 14 53983 13 54239 5
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,31719 4 31974 6 32230 8 32485 10 32740 11 32996 11 33252 10 33508 9 33765 6 34022 5 34279 3
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,16363 7 16619 7 16875 7 17131 6 17385 8 17640 9 17896 9 18152 10 18408 11 18664 11 18921 10 19177 10 19434 8
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,33268 2 33523 5 33775 10 34030 12 34286 13 34542 13 34798 13 35055 11 35311 11 35568 10 35825 8 36082 4
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,62715 5 62970 7 63225 8 63480 9 63735 10 63991 10 64247 10 64503 10 64759 10 65015 10 65271 10 65528 9
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,32511 2 32765 4 33021 4 33277 4 33533 4 33789 4 34045 4 34302 3 34558 2
f0d0ab13ff53adc3c4d57e95a5f83d80b06f2cbc0bf002b52cf7b496612e0ce4,316704 9 317222 13 317740 17 318259 20 318778 22 319297 24 319817 25 320336 27 320856 28 321375 30 321895 31 322415 32 322934 33 323454 34 323974 34 324494 34 325013 36 325533 36 326053 36 326573 36 327093 36 327613 36 328133 36 328653 36 329173 36 329693 36 330213 36 330733 36 331253 36 331773 36 332293 35 332813 35 333333 35 333853 35 334373 35 334894 34 335414 34 335934 34 336455 32 336975 32 337495 32 338015 32 338536 31 339056 31 339577 30 340097 29 340617 29 341137 29 341658 28 342178 28 342698 28 343219 27 343739 27 344259 26 344780 25 345300 24 345821 23 346342 22 346863 20 347384 18 347906 14 348427 12
f0d0ab13ff53adc3c4d57e95a5f83d80b06f2cbc0bf002b52cf7b496612e0ce4,59348 9 59866 12 60385 14 60904 16 61423 18 61943 18 62462 20 62982 21 63502 22 64022 23 64542 27 65062 36 65582 38 66102 39 66622 41 67142 42 67663 42 68183 43 68703 44 69224 44 69744 45 70264 45 70785 45 71305 46 71826 45 72346 46 72867 46 73387 46 73908 46 74428 46 74949 46 75469 46 75990 45 76510 46 77031 45 77552 44 78072 45 78593 44 79114 43 79635 42 80155 42 80676 41 81197 40 81718 39 82239 38 82760 37 83281 36 83802 34 84322 34 84844 31 85365 30 85886 28 86408 25 86929 23 87451 19 87977 7
f0d0ab13ff53adc3c4d57e95a5f83d80b06f2cbc0bf002b52cf7b496612e0ce4,247109 16 247626 24 248144 27 248661 31 249179 34 249698 36 250215 40 250734 41 251251 44 251769 46 252288 47 252807 48 253325 50 253844 51 254363 52 254882 53 255401 54 255920 55 256439 55 256959 55 257478 55 257997 56 258516 56 259036 56 259555 56 260075 55 260594 55 261114 55 261633 54 262153 54 262673 52 263193 51 263713 50 264233 48 264753 46 265274 44 265794 41 266314 40 266835 37 267356 30 267877 28 268399 23 268923 9
